957137135785607168	23994503
743856512	23994503
3100117052	23994503
39099783	23994503
2887131725	23994503
804464317592547328	23994503
799350189932675072	23994503
9860432	23994503
3278180064	23994503
886362667061039105	23994503
957137135785607168	89829880
957137135785607168	37320030
957137135785607168	31622212
957137135785607168	20643704
957137135785607168	15961241
743856512	147494798
743856512	707175879491915776
743856512	4843180262
743856512	241240768
743856512	58027303
3100117052	2446203199
3100117052	1317152466
3100117052	444909293
3100117052	2391206671
3100117052	2453418120
39099783	4060832015
39099783	14499004
39099783	41352598
39099783	384569862
39099783	119051756
2887131725	512710201
2887131725	715324052756238336
2887131725	178203295
2887131725	3415329345
2887131725	3744250757
804464317592547328	32219625
804464317592547328	45269939
804464317592547328	75942425
804464317592547328	2207327185
804464317592547328	344960464
799350189932675072	17679150
799350189932675072	14277681
799350189932675072	941784037886017536
799350189932675072	11791512
799350189932675072	263547393
9860432	24387293
9860432	19733127
9860432	3674768896
9860432	278369340
9860432	2299092696
3278180064	1556431742
3278180064	2592342050
3278180064	81136113
3278180064	85392594
3278180064	117027784
886362667061039105	106850921
886362667061039105	106065333
886362667061039105	103630413
886362667061039105	100213201
886362667061039105	98906671
